CleanTweets,label
bisa ambil barang hubung jakarta utara paket sudah jam tidak indikasi kirim barang gawat,negatif
bisa bantu lacak pesan tagih nomor resi sicepat sudah hubung kurir tidak respons jual mau cek belum kabar hari sabtu sudah sampai kota kabupaten tidak proses,negatif
bisa bisa jne tipu tulis status resi kirim kurir tidak antar hari tunggu sampai jam malam kurir tidak sampai rumah bukti status jne,negatif
bisa bisa nya sampai hilang,negatif
bisa cek barang resi administrator cek tanggal macet jne cirebon tidak jalan sudah tanggal loh,negatif
bisa dagang hilang benar sudah sicepat sudah komplain langgan gara pakai sicepat lagi paket hilang,negatif
bisa jangan pakai sicepat memang suka lama paket sudah sampai gudang tuju saja tidak antar gilir mau ambil langsung,negatif
bisa kasih bukti memang sudah kirim drama si tidak butuh drama ayo tanggung jawab,negatif
bisa retur saja tidak si sudah malas estimasi tidak sesuai komitmen hari sudah masuk hari alas nya masalah internal sudah malas terima paket lambat sial sengaja ya paket gara gara sering protes ya pakai kirim lama,negatif
bisa tidak kendala tidak begitu sudah jam lewat tidak baru status sengaja tunggu sampai batas akhir estimasi estimasi tanggal tidak minggu mau panjang lagi estimasi,negatif
bobrok memang lambat barang tanggal tidak jelas,negatif
bobrok sumpah kirim kota sudah hari tidak jelas sampai sudah sampai hubung dekat rumah eh kirim hubung cimahi habis panjang saja belum sampai batas waktu bodoh,negatif
bodoh salah ketik kesal belum sudah ambil ekspedisi tidak jelas curi,negatif
bodong banget layan najis,negatif
bohong banget tertawa resi jne jnt saja beda salah antar tidak alas lebih aneh lagi,negatif
boikot saja tidak ekspedisi,negatif
boikot tidak becus antar paket lambat melulu pakai parah,negatif
boleh cek resi sudah lenceng jauh estimasi tanggal,negatif
boleh ganti si lambat tidak tidak jelas kali layan ekspedisi,negatif
boleh tahu pakai jne kendala sih tidak suka kurir nya layan langgan nya kurir daerah rumah preman kasar tidak ramah sekali sudah sering kirim bisa salah kirim alamat tetangga rumah jauh rumah,negatif
bosan total sekali kemarin pilih kurir shopee express sih ya paket pesan pakai jnt cepat sekali sampai,negatif
bosan total sicepat layan langgan nama daring gunawan tidak sopan langgan jawab kesal kirim barang tanggal sampai tidak jelas mana barang,negatif
buat barang kecil mah lebih baik pakai lain kirim barang besar tertawa tarif nya pakai sicepat lebih mah tertawa,negatif
buat emosi sekali astaga jne,negatif
buat evaluasi doang tidak lucu ih untung tidak pakai ekspedisi ya tidak tidak inisiatif ganti rugi astaga menang sekali album barang murah loh orang buat beli album mana penyok nya parah sekali sih mana tanggung begitu lantai,negatif
buat kecewa paket sampai kemarin hari busuk sudah makan sampai tangan alamat tuju kapok pakai ekspedisi tidak amanah pas tanya lepas jawab,negatif
buat kesal buat barang sudah kirim asli tidak biar bisa salah kurir lama sendiri tidak profesional,negatif
buat marah bang pindah grab beda harga ribu dengar keluh sopir gojek kemarin pagi habis antar gosend bekas langsung antar bekas timur kasihan sopir,negatif
buat petisi bubar saja buat jne beli barang murah kali ya ampun,negatif
buat tidak percaya saja belanja daring barang mahal,negatif
buka pesan langsung administrator jangan nama doang sicepat layan lambat cek resi tidak bisa paket tidak sampai heran,negatif
buruk administrator koordinasi buruk layan kecewa layan langgan sudah sebut salah nama gerai jakarta barat tempat jual men drop barang ya kurang sudah tahu tempat begitu jam hari barang tidak deteksi,negatif
buruk hari saja tidak jelas begitu saja jangan pakai lagi deh kapok,negatif
buruk jne sampai sudah tahun tidak pakai jne tidak lama,negatif
buset biasa paket suka macet tidak kirim kirim coba tanggal agustus gila sudah tanggal,negatif
buset kurir id express parah ya bapak beli durian begitu lampung sampai kurang astaga kemas kacau tidak mau aku tidak tanggung jawab,negatif
buset lama banget sih bang kirim paket tanggal baru notifikasi tanggal sampai loh paket beli belum kirim alamat mau banding jne jnt hari saja sampai kirim sudah hari,negatif
buset pos hari status tidak beli kirim negeri masalah kota ongkos kirim mahal lain,negatif
butuh cepat saja pakai gosend grab express mahal sih,negatif
cabut izin jne sudah seleweng amanat,negatif
camat agen terima saja aduh situ kecewa,negatif
cantum nomor telepon tidak telepon konfirmasi sms mana bisa jelas begitu tolong sistem nya baik lagi kalah lain,negatif
cek administrator sudah hari status belum ubah,negatif
cek pesan langsung,negatif
cek pesan langsung administrator kemarin pesan langsung tidak balas buset,negatif
cek pesan langsung administrator paket belum sampai malam,negatif
cek pesan langsung ku kemarin tidak respons sekali,negatif
cek pesan langsung paket hari tidak gerak status akhir tukar jakarta timur,negatif
cek pesan langsung tidak jelas banget ada paket tukar,negatif
cek pesan langsung twitter cek whatsapp angkat telepon astaga tanggung jawab mana tidak amanah banget,negatif
cek tidak gerak pesan langsung tidak respons,negatif
cepat ya sudah tunggu lama banget,negatif
cerita sudah hari belum gerak,negatif
cetak tagih gosend sih aneh tidak langsung masuk email pas verifikasi email aman sudah verifikasi zaman dulu ah pusing,negatif
coba jne suka tidak jelas sumpah paket sampai begitu doang tulis nya,negatif
coba lihat dulu terang nya pakai sicepat begitu terang resi barang sudah terima tidak terima hari baru antar kurir nya kapok banget pakai sicepat,negatif
coba telepon saja khawatir indikasi hilang memang bobrok banget ekspedisi boikot saja banyak ekspedisi lain lebih bisa andal,negatif
coba tolong cek pesan langsung pagi tidak balas balas paket status tidak gerak gerak,negatif
cuek memang ampas,negatif
curah hati kesal banget barang sudah minggu tidak sampai sampai resi tidak bisa lacak jual jne begitu suruh layan langgan layan langgan suruh jual tidak sih barang belum kirim lelah banget lempar lempar,negatif
curiga jangan beli daring bongkar dulu,negatif
curiga kirim barang lewat jne suka tanya barang berapa,negatif
curiga paket hilang berani lapor kantor tik alamat tuju lihat barang tidak sampai,negatif
daerah beda kirim sering kacau pakai tuju mana kirim mana masalah ambil kurir lambat ambil tulis nya jual,negatif
dapat pakai sicepat kurir baru datang magrib lama sekali,negatif
dasar bisa anteraja jangan tutup mata layan ekspedisi anteraja buruk sering masalah lambat tidak habis pikir ekspedisi bebas ongkos kirim lebih baik pakai belah,negatif
datang kantor jne saja kak komplain sampai hancur begitu sabar kak,negatif
deh hilang tidak tahu mana respons twit doang suruh pesan langsung tidak balas ber hari tidak tahu deh lagi,negatif
dekat jne bisa ambil saja sudah tidak mau pakai jnt kirim album sampai rusak tidak tindak lanjut sampai hari,negatif
dekat saja tidak sampai bos bogor garut jauh,negatif
detik tidak jne daerah jne memang lebih sepi banding lain,negatif
ditindaklanjuti tidak ganti mahal astaga,negatif
dosa minggu gara gara paket hari tidak sampai pakai ekspedisi anteraja bangsat sudah sebal paket batal kirim sih hari diam biar tahu paket datang ya,negatif
dramatis banget jalan baju baru sampai pakai hilang buat abang jne nya untung sopir truk temu jalan untung nya pas lewat depan alamat antar alamat kasih,negatif
drop rumah ku administrator mau bantu sicepat pusat tidak jelas,negatif
dulu hari barang sudah sampai hari belum sampai,negatif
dulu kira jne saja jelek tidak begitu tertawa memang merk memang saja tidak akhlak,negatif
dulu kirim bebas pesan hari esok sampai jnt kirim kena bayar pesan hari tidak sampai shopee express buruk layan,negatif
dulu suka banget akhir akhir kecewa banget,negatif
edisi informasi paket kemarin belum datang tertawa,negatif
eh alam untung saja ya sudah bawa kurir status hilang sampai tidak temu mau tidak mau kirim baru bayang barang lain cepat sembuh sekali,negatif
eh astaga sicepat lama banget sudah paket sudah hari belum sampai,negatif
eh gila sicepat sebal ya paket belum terima status sudah kirim sudah terima sangkut deh,negatif
eh kirim sicepat memang lambat sudah tidak ubah resi,negatif
eh omong omong kirim pakai jne tidak sampai tidak trauma kirim pakai paket makan hilang,negatif
eh paket kemarin tidak jalan jalan sih,negatif
eh paket ya mau ambil gudang tidak bisa paket tidak antar telepon layan langgan sampai paket tidak jalan aduh buat emosi ya pakai ekspedisi nama doang sicepat ya aduh buat emosi ya,negatif
eh pesan barang minggu tidak sampai status mentok keluar jakarta tanggal kirim tanggal lama omong omong,negatif
eh sicepat lama sekali ya tunggu paket kota,negatif
eh sumpah anteraja lama sekali ih astaga sekali,negatif
eh sumpah jne memang jelek sih sumpah jelek banget domisili ya setel sicepat saja murah cepat,negatif
ekspedisi anjing anteraja,negatif
ekspedisi banyak masalah sih seram mau co lebih baik pakai jnt sicepat,negatif
ekspedisi buruk lambat anti kritik tidak mau aku salah lengkap,negatif
ekspedisi buruk masalah pakai fasilitas buruk banget,negatif
ekspedisi cacat paket tanggal juli sampai tanggal belum selesai sudah masuk komplain barang saja tidak proses proses investigasi saja butuh waktu hari buat kelas,negatif
ekspedisi jelek oper melulu tidak jelas,negatif
ekspedisi jne sicepat lambat banget sumpah barang sudah mau minggu lebih belum datang asam,negatif
ekspedisi jnt baru susul pos,negatif
ekspedisi kirim barang ganti nama kirim lama banget administrator lambat tidak cepat respons besok tidak pilih ekspedisi kerja lambat ganti nama cocok,negatif
ekspedisi lain hari sekali jne sing mesti sampai minggu lebih kesal,negatif
ekspedisi masalah banyak banget paket kurir sudah tetangga foto jadi bukti terima paket sih kasus murah lama minggu lebih sumpah sakit hati sekali shopee ganti,negatif
ekspedisi sicepat ongkos kirim mahal tempo kirim lebih hari jamin tepat waktu halu,negatif
ekspedisi tidak banyak alas batas sosial skala besar lain abang cepat saja jne sampai paket belum komplain belum respons baik twit pesan langsung sudah hari paket belum kirim gila tidak malu,negatif
elah sicepat jangan susah orang,negatif
emak kirim kue lebaran hancur,negatif
emas kondisi bekas rusak sudah konfirmasi jual sering jadi pakai jne,negatif
emas nya saja begitu ya wajar saja hancur,negatif
emosi kurir tik kemarin ya allah sabar sudah mencak mana panas,negatif
emosi sendiri sudah anteraja saja kirim barang tidak ekspedisi bisa percaya kenal kurir gudang tidak jamin barang selamat,negatif
erti tidak sih tanya estimasi kirim lama banget hari situs,negatif
esok sampai,negatif
estimasi april sampai sampai belum sampai ya sengaja bayar lebih biar cepat sampai lama sekali,negatif
estimasi sampai tanggal sampai belum sampai,negatif
estimasi shopee tanggal maret sudah sampai sampai hari tidak sampai terang resi barang tanya bilang barang sampai jual ya,negatif
express sudah lambat ninja van sumpah,negatif
gagal melulu ambil sicepat sampai cepat sih,negatif
gagal pending gudang sabtu wara saja kurir tempat paket jaga endok gudang,negatif
galak sekali deh kakak gosend nya,negatif
gang sudah status sudah terima sendiri belum,negatif
ganti ekspedisi pakai hilang,negatif
ganti nama saja,negatif
ganti nama saja deh lambat,negatif
ganti nama saja kali ya lambat paket simpan gudang drop sampai hari biar sih administrator jarak gudang rumah menit barang sampai hari tidak antar antar rumah heran,negatif
ganti nama saja kerja tidak cepat,negatif
ganti rugi parah banget astaga sih jne ah,negatif
gantung area tidak sih tidak pakai sicepat lebih lambat jnt,negatif
gara gara paket hilang sial memang sicepat,negatif
gembor sosial media anteraja pakai robot biar kerja lebih cepat eh lambat sekali paket kaki kali suruh jalan sendiri,negatif
gerangan alamat tidak jelas malas antar paket,negatif
gerangan sistem kerja paket macet hubung jakarta timur paket kakak belum terima tulis sudah terima,negatif
gila ah pakai sicepat cepat lambat gila pesan tanggal teh hari tidak sampai sudah lebih baik ganti nama saja kesal,negatif
gila banget sicepat bisa curi paket takut mau pakai jasa nya,negatif
gila baru bisa komplain sicepat hari lagi lanjur kiamat kapok pakai kali deh ampun astaga perkara ribu doang makan hati,negatif
gila cepat banget ya kirim estimasi tanggal tanggal tempat putar bolak balik tidak tuju,negatif
gila jne paket sudah berapa hari tidak gerak,negatif
gila merinding lihat komplain orang seram benar begitu takut mau pakai jne lagi lama lama tidak pakai orang keluh tidak respons,negatif
gila sicepat,negatif
gila sumpah paket lama tidak sampai shopee minggu perkara pakai jne bangkai,negatif
gila ya jne paket lama sekali astaga tidak jalan lanjur tidak lebaran sudah teman,negatif
gilir komplain akun besar saja langsung respons gilir komplain minggu baru balas balas nya pakai pola lagi,negatif
gondok sekali jne,negatif
gosend beda kemarin hari kacau sudah masuk tombok,negatif
gosend cepat mahal,negatif
gosend harga bang tidak tahu sudah aneh lain bilang begitu tumben wilayah depok ya,negatif
gosend kecewa ya kemarin gagal kirim tidak tahu gagal lagi jam sopir tidak gerak estimasi ambil jam sudah jam sopir saja situ sesal pakai hari,negatif
grab express tidak ya,negatif
grabexpress bisa batal tidak sih tidak gerak tidak balas mau batal tidak bisa,negatif
gratis ongkos jangan hilang sudah banyak jadi,negatif
guna aktif pusat belanja jne kecewa kali sudah coret daftar ekspedisi,negatif
habis kena omel gara gara tidak sih tik nya surat terang tidak,negatif
habis tik jne jnt lama jelek banget layan sicepat jangan jelek ya,negatif
hadiah banyak paket hilang saja tidak bisa tanggung jawab janji nya saja ekspedisi tipu saja main blokir nomor telepon baik ganti rugi paket harga juta jangan banyak alas mana janji jelas barang ambil,negatif
hai administrator belum hasil kirim ya lama banget ya bingung mana bisa hubung nomor telepon ya sih,negatif
hai administrator boleh bantu cek nomor resi sudah hari status saja ya,negatif
hai administrator hormat tolong komplain atas mu baik hubung jakarta timur heran kerja paket jakarta timur bekas saja minggu hai hubung jakarta timur hai,negatif
hai administrator nomor resi pagi ya butuh cepat,negatif
hai administrator paket resi sudah lewat estimasi kirim,negatif
hai anteraja buka pesan langsung bego,negatif
hai bisa tidak sih kirim barang benar kurir tidak tulis terima lacak nama kurir tidak mau barang mana,negatif
hai hai doang sudah jelas masalah masalah buru sudah tanggung jawab tolong sekali ya beli pakai daun,negatif
hai jne mau saran saja sih memang barang tidak sampai tepat waktu tolong baik sistem lacak nya baik situs sendiri ya sudah bandung lagi garut sudah pakai tidak tepat waktu terima kasih,negatif
hai jne putus begitu suara parah banget mau cek status kirim bang bisa bantu pesan langsung,negatif
hai kak jalan lagi ya kemarin sudah bawa kurir masalah terima kasih,negatif
hai kak paket tidak gerak tanggal,negatif
hai kak paket tidak jalan tidak baru kira ya,negatif
hai kak puri terima kasih sudah balas cepat hari sudah respons mana salah panggil nama lagi layan memang baik layan lama sukses ya,negatif
hai kak status lacak tokopedia khusus kurir sicepat tidak baru ya situs sicepat sudah sampai tolong tindak lanjut kendala,negatif
hai kirim paket hai pakai lanjut lama benar,negatif
hai layan pesan tokopedia hari rabu layan lanjut pesan kirim kamis at datang tidak sesuai iklan masak jam tidak ubah datang tanggal proses tidak,negatif
hai libur tutup bilang jangan paket kirim orang tidak jelas baru informasi,negatif
hai mana sudah tidak mau antar paket kantor tutup anjing tutup saja jne bagus sumpah kapok anjing,negatif
hai paket sudah hari gudang tidak gerak mohon nomor resi,negatif
hai paket sudah hari tidak sampai pesan langsung sudah hari tidak respons telepon buang pulsa tidak jawab pasti gila ya jne tidak ikhlas dunia akhirat,negatif
hai si lambat pesan langsung belum respons,negatif
hai sicepat lama si kertas tampan ku tidak sampai,negatif
hai sicepat tolong baca whatsapp astaga paket belum sampai rumah,negatif
hai status barang bisa hilang ganti nama lama banget sampai nya kirim nya bekas sesal pakai,negatif
hai sudah cinta saja email tepuk belah tangan tindak lanjut email telepon lebih dulu ya sudah mantan dulu,negatif
hai sudah tengah bulan paket belum sampai,negatif
hai tanggung jawab,negatif
hai tidak balas mana sudah hari belum sampai sangkut saja,negatif
hai tipu paket mana,negatif
halo administrator balas pesan langsung paket tidak gerak sudah hari,negatif
halo administrator belum ambil tidak respons,negatif
halo administrator bisa bantu riwayat kirim jual bilang barang hilang kurir,negatif
halo administrator bisa tolong cek paket nomor resi lihat sudah hari belum gerak jalan terima kasih,negatif
halo administrator lanjut paket tidak kabar investigasi tanggal sampai tidak jelas barang mana,negatif
halo administrator layan tidak senang ya pakai jne tidak sampai besok lambat lambat lusa pagi bayar saja mahal lebih cepat belah,negatif
halo administrator mau tanya kait resi status sore sudah bawa sampai belum sampai ya proses berapa lama ya mau ambil gerai sudah bawa kurir,negatif
halo administrator mohon resi sudah sampai mana beli tanya melulu estimasi sampai sudah hari paket jalan tidak gerak,negatif
halo administrator pakai panggil nomor sicepat ya tidak telepon saja habis blok begitu tolong ya begitu biar tidak ganggu banget,negatif
halo administrator paket ambil jam sore hari sampai belum,negatif
halo administrator paket lama banget ya kirim gawat barang mau pakai,negatif
halo administrator paket status sudah orang rumah tidak terima paket bisa nomor kurir tidak,negatif
halo administrator paket status tukar tanggal kirim barang tanggal bekas jakarta barat reguler minggu benar saja kapok baru aktif sicepat lagi shopee resi,negatif
halo administrator paket tidak jalan sih,negatif
halo administrator status jne tahu sicepat mana molor lagi gigi mancung mana tidak jelas lagi,negatif
halo administrator terima kemarin saja sudah tunggu loh paket alhasil antar ulang lagi kecewa sih,negatif
halo administrator tidak respons,negatif
halo administrator tolong bantu cek resi hari jumat status nya tidak ubah,negatif
halo administrator tolong bantu paket estimasi tanggal kemarin tidak maju maju nomor resi terima kasih,negatif
halo administrator tolong cek resi pakai kurir jne status berapa hari lupa tidak ubah sudah minggu barang tidak datang mohon ditindaklanjuti terima kasih,negatif
halo administrator tolong pasti kirim resi pakai jne trucking tolong tanggal sampai status tidak ubah,negatif
halo administrator ya tidak gerak sampai tanggal lama banget sudah,negatif
halo antar saja paket sudah minggu belum sampai tolong ya telepon salur siaga tidak bisa email tidak respons whatsapp tidak jelas surat muat udara,negatif
halo anteraja mohon informasi paket surat muat udara tanggal belum gerak sampai nomor telepon layan langgan tidak hubung,negatif
halo aplikasi shopee lagi ya sudah kirim barang sistem status kemas kirim sudah cek resi sicepat sudah ubah kirim mohon jelas terima kasih,negatif
halo barang sampai kurir si kurir baru tidak mau kerja memang tidak mau antar hari bisa antar ulang tulis tidak pesan mana proses retur nya lama sudah jual,negatif
halo barang tidak kirim ya alas tanggal tidak orang rumah tanggal barang sampai tanggal sampai tidak kirim ulang tolong ya terima kasih resi,negatif
halo cek pesan langsung hadiah sampai belum terima kasih tolong respons ya,negatif
halo cerita barang baru sampai belum sudah jasa parah,negatif
halo jne kecewa kirim lama sekali paket butuh kuliah sudah parah dosen,negatif
halo jne mau informasi jelas paket tanggal juni sampai hari tanggal juli tunggu jadwal berangkat sudah pesan langsung instagram tidak gubris tolong segera informasi paket sudah mana ya terima kasih,negatif
halo jne nomor resi barang tidak muncul lacak jne ya sudah minggu belum sampai nomor resi,negatif
halo jne paket papua tanggal jakarta bisa tolong bantu,negatif
halo jne paket sudah hari tidak gerak tanggal sudah sampai hari estimasi jne hari kak pesan langsung mohon butuh barang cepat,negatif
halo jne tolong cek nomor resi belum terima paket sistem paket sudah terima tolong cek ya paket gawat,negatif
halo jual kecewa cabang gading malang nama amir ambil shopee jam pagi jam sore bilang baru masuk sistem tidak ambil,negatif
halo kak boleh tolong nomor resi paket tanggal maret belum sampai tidak gerak april terima kasih,negatif
halo kak mau tanya paket nomor tidak sampai sampai ya kantor sicepat kirim alamat kirim jalan utama kota jarak tidak sampai,negatif
halo kak nomor resi henti ya sudah hari tunggu telepon layan langgan tidak,negatif
halo kak paket sudah minggu lebih tidak sampai sudah provinsi belum kota sudah komplain mana mana whatsapp instagram twitter pesan langsung tidak respons sih layan nya,negatif
halo kak paket tanggal tahan hubung jakarta timur ya paket paket kirim lambat sekali pantau aplikasi tidak gerak tanggal,negatif
halo kak ya perihal paket nomor resi pesan kirim tanggal september sampai jakarta tolong jangan begitu berapa kali sudah pakai jasa sicepat tidak cepat,negatif
halo kakak jne ya paket adik minggu tidak ubah sekali ons proses tidak tahu sampai mana paket pesan resi tidak temu kemarin telepon jne sibuk sampai pulsa habis,negatif
halo kamis macet jakarta utara tidak gerak kemarin sabar jangan buat kecewa,negatif
halo maaf ya pagi sudah kesal jne palangkaraya alamat tidak lengkap ya tinggal bilang enak bisa tolong bisa tindak lanjut ya terima kasih,negatif
halo macet sih tolong butuh banget barang,negatif
halo mau keluh pesan resi pesan tanggal belum terima status akhir malam sudah terima tidak kurir minggu datang tolong profesionalitas data kurir saja tidak,negatif
halo mau tanya administrator paket nomor resi tidak jalan ya,negatif
halo mau tanya paket kota malang kepanjen dekat sampai ya nomor surat muat udara,negatif
halo mau tanya paket sudah dar kemarin sampai pusat drop sampai hari belum kirim ya,negatif
halo pakai sicepat halu lama sekali sudah mau hari tidak jalan,negatif
halo paket antar kota salah status tukar mohon alamat sudah jelas antar kota lain layan,negatif
halo paket belum antar rumah estimasi ubah ubah akhir sudah tanggal,negatif
halo paket belum sampai terima terang sudah terima sangkut ya tolong,negatif
halo paket belum terima status sudah si pakai tulis terima lagi orang rumah tidak nama nomor resi tolong cek,negatif
halo paket diam hari sudah sampai kota tuju cabang lumajang ya kak mohon bantu paket kira habis hari,negatif
halo paket macet tanggal ya sudah mau pulang paket belum sampai,negatif
halo paket sudah hari hubung saja,negatif
halo paket tanggal belum sampai barusan cek status paket hilang sudah aju kembali dana sih gemas ya bisa bisa paket hilang status akhir sudah jalan lokasi,negatif
halo paket tanggal mei sampai batas waktu tentu sicepat juni macet tidak tahu paket temu tidak hubung komplain whatsapp hari tidak balas administrator resi,negatif
halo pesan grab express rusak ya riwayat tidak sudah kurang belum sopir sudah menit lebih terima kasih,negatif
halo resi estimasi sampai berapa hari ya lacak sudah hari belum gerak normal terima kasih,negatif
halo resi sudah lebih estimasi hari tidak gerak lama sekali,negatif
halo si layan nya parah sekali status barang tanggal jakarta utara sampai tanggal mau antar alamat memang mau begitu saja barang situ tolong sudah hari tidak keluar situ,negatif
halo susah sekali hubung jne ya,negatif
halo tanggung jawab paket hilang agen maaf gratis ongkos kirim alah ribu doang,negatif
halo teman pakai ekspedisi anteraja tidak memang lama tidak si,negatif
halo terima nomor resi sicepat regular mohon informasi status siang tukar telepon panggil putus,negatif
halo ya kali pesan lambat sampai sampai belum datang,negatif
halo ya paket belum gerak lagi hari rabu hitung sudah hari paket belum sampai,negatif
hapus pilih kirim logo spanduk,negatif
hari lihat twit negatif jne,negatif
hari minggu paket tidak gerak ya sudah libur,negatif
hari paket tidak gerak kirim tanggal jakarta depok sampai tanggal belum sampai pakai jne loh,negatif
hari sampai memang ekspedisi lebih lambat sicepat sih,negatif
hari tanggal pesan paket ekspedisi beda saja tidak sampai kota,negatif
hari tidak gerak hubung tim aduh tidur kali ya orang,negatif
hari tidak tanggap tanggung jawab tidak sekali,negatif
hati hati pakai ya pantau takut sesat barang,negatif
hati kakak barang begitu pesan sudah jalan gagal suruh tunggu eh nya lagi rusak parah kakak nya kakak,negatif
hati kasihan usaha sudah injak tahun tidak bijak situasi bisa kabur langgan,negatif
hati pakai jne aneh paket jakarta tidak boleh ambil paket selagi belum keluar kota mau ambil tidak boleh saran saja hati pakai jne,negatif
hati pokok jne biang kerok sekali,negatif
hebat sekali ya tidak kurir datang eh baru status kurir sicepat bohong status,negatif
henti layan jijik,negatif
heran nya tidak sampai jnt sicepat sudah sampai loh,negatif
heran pakai jasa ekspedisi kargo pasti lewat tanggal sampai barang kali kecewa jasa kirim tidak paham lagi nama saja sicepat sampai lama,negatif
hilang jne mau aju komplain jual nya pakai asuransi bisa kembali dana tidak asuransi ya ongkos kirim,negatif
hilang uang tidak masalah tanggung jawab sudah percaya tidak amanah,negatif
hindar pakai lion lagi murah sih murah lambat lebih internet tahun,negatif
hubung jawab pola banget parah sekali layan,negatif
hubung paket sudah lewat tanggal estimasi komplain anteraja kacau hancur banget sistem paket sudah hilang beli jual rugi,negatif
hubung whatsapp nya suruh tunggu sampai hari tidak jawab layan langgan,negatif
ibu beli barang pakai jne tahu tidak sudah sobek,negatif
ibu ibu susu kerja kirim asi nya rumah kirim pakai gosend eh sopir minum anjing mau korea indonesia saja,negatif
ibu paket jne sudah minggu lebih tidak datang anjing memang ibu si tidak misuh isi paket harga buat anjing,negatif
id express bagus tidak murah banget takut sebentar si ninja murah lama banget sampai,negatif
id express shopee express sicepat tidak tahu jnt lama,negatif
idexpress memang suka macet sih lelah sekali,negatif
idul adha kali baru sampai barang belum lagi takut hancur sebentar blokir sicepat pilih kirim si,negatif
ih alam waktu pesan sistem bayar tempat kak kerja balas whatsapp oke memang salah habis kirim ulang eh sampai hari tidak sampai hubung,negatif
ih astaga buat emosi saja sicepat,negatif
ih cepat loh lanjut pesan ganti sicepat kirim jnt lama,negatif
ih deh sudah hari sudah buat lapor tidak jelas masak buat surat lapor sih,negatif
ih hari akhir hari sampai tidak tahu alamat beda tulis pesan hubung panggil tidak guna,negatif
ih kapok sekali pakai sicepat,negatif
ih kurir tukang colong memang ekspedisi sampah,negatif
ih malas sekali semenjak tidak bisa pilih ekspedisi shopee sekali sicepat sudah sekali abang indra,negatif
ih nomor jne kirim poster,negatif
ih parah sekali kemarin kirim gagal melulu orang rumah tidak sampai sampai sebentar tidak orang rumah sudah whatsapp nomor sicepat nomor respons pending lagi gilir rumah kosong lelah pilih sicepat tepat waktu,negatif
ih saja sih pagi paket sesat rumah orang masalah tidak tahu mana anteraja layan langgan nya tidak bisa telepon sumpah kesal sekali paket sudah tunggu lama banget,negatif
ih sudah malas pakai jasa ambil jne sudah benar memang saja sendiri,negatif
ih sumpah ya tidak tanggung jawab sekali paket lanjut sudah hari macet situ saja,negatif
ih untung sobek tidak pas nya sicepat anjing baru kali terima paket sobek,negatif
informasi jne memang sering kasus beli toko daring tidak jasa jnt sicepat serah deh pokok jangan jne,negatif
informasi paket sudah antar kurir administrator pagi sampai belum sampai,negatif
ingat alam buruk beli barang pakai layan jne barang tidak datang sampai lebih hari telepon nomor kurir tugas area rumah tidak sampai hari marah barang datang kondisi kotak habis buka kesal banget,negatif
internal nya parah henti sudah jne jnt kantor pos,negatif
investigasi berapa lama omong doang sampai tidak jelas,negatif
iphone hilang jne jne sudah datang rumah buat maaf sampai besok senin barang tidak sampai langsung bisa aju asuransi juta ya sudah drama rugi waktu moga saja pas klaim asuransi tidak buat ribet cepat,negatif
istigfar nasib paket sangkut jangan rencana orang deh,negatif
jakarta barat jakarta selatan lewat tangerang dulu sudah hari tidak sampai sampai benar benar tobat pakai,negatif
jakarta sampai minggu tidak sampai barang,negatif
jakarta selatan hari belum sampai barang tumpuk jakarta tidak kirim tidak penuh gudang kasihan paket makan,negatif
jakarta selatan sicepat lama,negatif
jakarta timur jakarta selatan loh administrator sungguh ku lelah,negatif
jangan buat takut kirim paket lama lama beli album luring,negatif
jangan dulu maaf paket macet tidak antar kurir sudah hari payah,negatif
jangan kirim paket pakai resi depok yogyakarta sesat sesat surabaya suruh tunggu hari tunggu hari tahu sesat sampai suruh tunggu minggu benar kecewa,negatif
jangan lagi deh pilih anteraja,negatif
jangan pakai anteraja tolong kesal masak barang antar desa belah mentang nama main taruh saja tidak hubung dulu begitu untung baik hubung bilang paket sesat,negatif
jangan pakai jnt sicepat lambat tidak tolong,negatif
jangan pakai sicepat dulu parah sekali tidak kirim paket dulu,negatif
jangan pakai sicepat kak ekspedisi busuk,negatif
jangan pakai sicepat kak tidak sampai,negatif
jangan pakai sicepat ya,negatif
jangan pola robot masalah cepat selesai hak paket lengkap kirim tengah tidak selesai nama tipu rugi langgan sudah berapa lama,negatif
jasa ekspedisi sicepat sudah tidak cepat dulu ya,negatif
jasa kirim tidak rekomendasi kenal jelek jatuh sudah hubung layan langgan suruh tunggu sampai tanggal badut,negatif
jatuh merek dulu cinta layan sicepat lengkap gerai rajin kurir lama kurang ya kualitas mohon fokus kembali layan top dulu,negatif
jauh paket sih obat hai,negatif
jawa barat jawa serasa kalimantan jawa alias lama banget sicepat lambat,negatif
jawab hilang barang sudah minggu lebih tidak jelas sekali bisa barang kotak besar berat kg bisa hilang begitu saja logis deh,negatif
jawab pesan langsung hai paket tidak sampai gila banget,negatif
jelas jne makan saja hilang barang kpop,negatif
jelek banget kirim sering tunda mondar mandir paket macet jakarta utara kemarin,negatif
jelek belanja salah pusat belanja jual sudah ambil tanggal jam sampai detik belum sudah jam antar,negatif
jelek sekali layan sistem,negatif
jelek sekali tidak becus,negatif
jengkel sekali,negatif
jengkel ya posisi solo lempar cirebon kirim semarang paket hari minggu ekspedisi baru jangan kalah lama baik kualitas kirim,negatif
jne antar barang lama sekali tidak jalan status kirim surabaya malang saja tanggal sampai status tolong baik sistem kirim,negatif
